,ro,rup,rup_std,rup_cun,en,es,fr,split
24,"câtă vreme trăiștile au rămas burdușite cu de-mâncare, au ochit ei o umbră deasă, cât mai departe de drumul mare, și acolo, întinși pe burtă, tot făceau la planuri.","pînă cănd trastile eara-mpline, își-acățară ună aumbră groasă, diparte di calea-mare, și-aco, țeși pi păndică, fățea planuri, planuri.","pînă cănd trastile eara-mpline, își-acățară ună aumbră groasă, diparte di calea-mare, și-aco, țeși pi păndică, fățea planuri, planuri.","pãnã cãnd trastile eara-mpline, ãshi-acãtsarã unã aumbrã groasã, diparte di calea-mare, shi-aco, tseshi pi pãndicã, fãtsea planuri, planuri.","as long as the trawlers remained full of food, they aimed for a thick shadow, as far away from the main road as possible, and there, lying on their bellies, they kept making plans.","mientras los arrastreros seguían llenos de comida, apuntaban a una sombra espesa, lo más lejos posible de la carretera principal, y allí, tumbados boca abajo, seguían haciendo planes.","tant que les chalutiers restaient pleins de nourriture, ils visaient une ombre épaisse, aussi loin que possible de la route principale, et là, couchés sur le ventre, ils continuaient à faire des plans.",train
25,"treceau zilele, cărăușii nu se arătau însă, că, de ce să caute ei pe unde nu le era drumul? bucatele țiganilor se topeau... tupilați la pământ, ăstora le era frică să se și miște. hămăitul vreunui câine numai și îi făcea să tremure ca varga, să înghețe sufletul în ei. strașnici haiduci!","dzălile trițea, ma chirîgiadzl'i nu s-videa, că, de, țe cîfta pi iu nu lă eara calea? pănea dit traste lă si bitisea. teși pi păndică, lă eara frică s-mină ș-capitli. alătratlu a vărui căne îl'i fățea s-treambură ca vearga și s-lp îngl'iață suflitu. gioñi furi!","d̦ălile trițea, ma chirîgiad̦ľi nu s-videa, că, de, țe cîfta pi iu nu lă eara calea? pănea dit traste lă si bitisea. teși pi păndică, lă eara frică s-mină ș-capitli. alătratlu a vărui căne îľi fățea s-treambură ca vearga și s-lp îngľiață suflitu. giońi furi!","dzãlile tritsea, ma chirãgiadzlji nu s-videa, cã, de, tse cãfta pi iu nu lã eara calea? pãnea dit traste lã si bitisea. teshi pi pãndicã, lã eara fricã s-minã sh-capitli. alãtratlu a vãrui cãne ãlji fãtsea s-treamburã ca vearga shi s-lp ãngljiatsã suflitu. gionji furi!","days went by, but the porters didn't show up, because why should they look where they couldn't find their way? the gypsies' food was melting... they were afraid to move. the barking of a dog only and it made them shiver like a chicken, made their souls freeze. weird outlaws!","pasaban los días, pero los porteadores no aparecían, porque ¿para qué iban a buscar donde no encontraban el camino? la comida de los gitanos se estaba derritiendo... tenían miedo de moverse. sólo el ladrido de un perro les hacía temblar como un pollo, les helaba el alma. ¡forajidos extraños!","les jours passent, mais les porteurs ne viennent pas, car pourquoi chercher là où ils ne trouvent pas leur chemin ? la nourriture des gitans fondait... ils avaient peur de bouger. seul l'aboiement d'un chien qui les faisait frissonner comme des poules leur glaçait l'âme. drôles de hors-la-loi !",train
26,"nimic n-a mai rămas în trăiștile țiganilor! care din ei să coboare acum în sat, după pâine?","s-guliră trastile! cari di nîși si s-ducă în hoară, s-l'ia păne?","s-guliră trastile! cari di nîși si s-ducă în hoară, s-ľia păne?","s-gulirã trastile! cari di nãshi si s-ducã ãn hoarã, s-ljia pãne?",there's nothing left in the gypsy trails! which one of them will now go down to the village for bread?,¡no queda nada en los caminos de los gitanos! ¿cuál de ellos bajará ahora al pueblo a por pan?,il n'y a plus rien dans les sentiers des gitans ! lequel d'entre eux ira maintenant chercher du pain au village ?,train
27,"- măi, tatică, zise cotta, bine zicea mama, că nu suntem noi făcuți să fim haiduci!","- bre afende, dzăse cotta, ghine dzățea dada că noi nu nă him acși trî furi!","- bre afende, d̦ăse cotta, ghine d̦ățea dada că noi nu nă him acși trî furi!","- bre afende, dzãse cotta, ghine dzãtsea dada cã noi nu nã him acshi trã furi!","- daddy, said cotta, mother said well, we are not made to be outlaws!","- papá -dijo cotta-, mamá dijo bien, ¡no estamos hechos para ser forajidos!","- papa, dit cotta, maman a bien dit que nous ne sommes pas faits pour être des hors-la-loi !",train
28,"- are dreptate cotta, tatică, se vâră și culaie în vorbă. mai bine ne-ntoarcem în sat, la făcut caièle.","- ghine dzățe cotta, ore afendi, l'i-u toară cola. ma ghine s-nă turăm în hoară și s-adărăm guvojdz.","- ghine d̦ățe cotta, ore afendi, ľi-u toară cola. ma ghine s-nă turăm în hoară și s-adărăm guvojd̦.","- ghine dzãtse cotta, ore afendi, lji-u toarã cola. ma ghine s-nã turãm ãn hoarã shi s-adãrãm guvojdz.","- cotta's right, daddy, culaie wades in. we'd better go back to the village and make horses.","- cotta tiene razón, papá, interviene culaie. será mejor que volvamos al pueblo y hagamos caballos.","- cotta a raison, papa, ajoute culaie. nous ferions mieux de retourner au village et de faire des chevaux.",train
29,albul nu zicea nici pâs.,albul tățea dip.,albul tățea dip.,albul tãtsea dip.,white he didn't say a word.,blanco no dijo una palabra.,white il n'a pas dit un mot.,train
30,"- n-ar fi rău, băieți, să ne-ntoarcem la vale și să ne predăm. decât, mi-i groază să nu creadă jăndarii c-am făcut cine știe ce fărădelegi.","- așe i ghine, lăi hil'i, s-nă turăm în hoară și s-nă încl'inăm. dicăt, ñi-u frică s-nu dzăcă ascherea că feațim cai ști căti lîieț.","- așe i ghine, lăi hiľi, s-nă turăm în hoară și s-nă încľinăm. dicăt, ńi-u frică s-nu d̦ăcă ascherea că feațim cai ști căti lîieț.","- ashe i ghine, lãi hilji, s-nã turãm ãn hoarã shi s-nã ãncljinãm. dicãt, nji-u fricã s-nu dzãcã ascherea cã featsim cai shti cãti lãiets.","- it wouldn't hurt, boys, to head back to the valley and surrender. i'm just afraid the bastards will think we've done something wrong.","- no estaría mal, chicos, volver al valle y rendirnos. sólo temo que los bastardos piensen que hemos hecho algo malo.","- ça ne ferait pas de mal, les gars, de retourner dans la vallée et de se rendre. j'ai peur que ces salauds pensent que nous avons fait quelque chose de mal.",train
31,"și iacă-așa, bieții... haiduci-țigani erau la mare ananghie. dumnezeu nu i-a părăsit însă, și le-a scos în cale un câmp cu mure. ziua nu îndrăzniră ei să se-nfrupte, dar după ce căzu seara doamne-doamne!","și-așe, lail'i furi nu-și știa ți s-facă. dumidză fu cu năși, că puțăn cama diparte eara un plai plin cu-amure. dzua lă fu frică si s-ducă, ma și-cănd ascăpită, doamne-doamne!","și-așe, laiľi furi nu-și știa ți s-facă. dumid̦ă fu cu năși, că puțăn cama diparte eara un plai plin cu-amure. d̦ua lă fu frică si s-ducă, ma și-cănd ascăpită, doamne-doamne!","shi-ashe, lailji furi nu-shi shtia tsi s-facã. dumidzã fu cu nãshi, cã putsãn cama diparte eara un plai plin cu-amure. dzua lã fu fricã si s-ducã, ma shi-cãnd ascãpitã, doamne-doamne!","and just like that, the poor... gypsy-gypsies were in dire straits. but god did not forsake them, and brought them a field of blackberries. by day they dared not eat, but when evening fell my god!","y así como así, los pobres... gitanos estaban en una situación desesperada. pero dios no los abandonó, y les trajo un campo de moras. de día no se atrevían a comer, pero al caer la tarde... ¡dios mío!","et c'est ainsi que les pauvres... gitans se sont retrouvés dans une situation désespérée. mais dieu ne les abandonna pas et leur apporta un champ de mûres. le jour, ils n'osaient pas manger, mais le soir venu mon dieu !",train
32,"trei zile și-au ostoit ei foamea, cu mure numai, dar s-au sfârșit și ele. alta nu mai era, decât să meargă la moară, să ceară pâine. așa făcură.","trei dzăli bănară năși mași cu-amuri, pînă țe s-bitisiră ș-năse. nu eara altă hală, prindea si s-ducă la moară, s-caftă păne. așe feațiră.","trei d̦ăli bănară năși mași cu-amuri, pînă țe s-bitisiră ș-năse. nu eara altă hală, prindea si s-ducă la moară, s-caftă păne. așe feațiră.","trei dzãli bãnarã nãshi mashi cu-amuri, pãnã tse s-bitisirã sh-nãse. nu eara altã halã, prindea si s-ducã la moarã, s-caftã pãne. ashe featsirã.","three days they satisfied their hunger, with blackberries only, but they ended up there too. there was no other way but to go to the mill and beg for bread. so they did.","tres días saciaron su hambre, sólo con moras, pero también acabaron allí. no había otro remedio que ir al molino y mendigar pan. así lo hicieron.","trois jours ils ont satisfait leur faim, avec des mûres seulement, mais ils ont fini par y arriver aussi. il n'y avait pas d'autre solution que d'aller au moulin et de mendier du pain. c'est ce qu'ils firent.",train
33,"cum se-apropiară de moară, câinele se și porni să latre.","cum se-aprucheară di moară, cănile ahurhi s-alatră.","cum se-aprucheară di moară, cănile ahurhi s-alatră.","cum se-apruchearã di moarã, cãnile ahurhi s-alatrã.","as soon as they got close to the mill, the dog started barking.","en cuanto se acercaron al molino, el perro empezó a ladrar.","dès qu'ils se sont approchés du moulin, le chien s'est mis à aboyer.",train
34,"- hei, morarule a strigat țigan-tămâie ține-ți câinele, că s'tem haiduci!","- ei, murare gri γiftul thimñiul țăni cănile că him furi!","- ei, murare gri yiftul thimńiul țăni cănile că him furi!","- ei, murare gri yiftul thimnjiul tsãni cãnile cã him furi!","- hey, miller, cried the gypsy incense, hold your dog, because the haiduci are afraid!","- eh, molinero -gritó el incienso gitano-, ¡aguanta a tu perro, que los haiduci tienen miedo!","- hé, meunier, s'écria l'encensateur gitan, retiens ton chien, car les haïdoucs ont peur !",train
35,"de-ndată ce câinele fu legat, intrară în moară, țiganii, și-i cerură morarului să le coacă o turtă cât se poate de mare, de fometoși ce erau, morți de nemâncați. morarul puse de turtoi, iar haiducii cei viteji, ce să facă, așteptau întinși pe burtă...","după țe cănile fu ligat, intrară tu moară și-l'i dzăsiră a murarlui s-lă facă ună turtă căt cama mare. murarlu bîgă trî turtă, iar gioñil'i furi, teși pi dinț, aștipta turta...","după țe cănile fu ligat, intrară tu moară și-ľi d̦ăsiră a murarlui s-lă facă ună turtă căt cama mare. murarlu bîgă trî turtă, iar giońiľi furi, teși pi dinț, aștipta turta...","dupã tse cãnile fu ligat, intrarã tu moarã shi-lji dzãsirã a murarlui s-lã facã unã turtã cãt cama mare. murarlu bãgã trã turtã, iar gionjilji furi, teshi pi dints, ashtipta turta...","as soon as the dog was tied up, the gypsies entered the mill and asked the miller to bake them a large cake, as hungry as they were, dead hungry. the miller put the cake in the oven, and the brave outlaws waited on their bellies...","en cuanto el perro estuvo atado, los gitanos entraron en el molino y pidieron al molinero que les hiciera un gran pastel, tan hambrientos como ellos, muertos de hambre. el molinero puso el pastel en el horno, y los valientes forajidos esperaron con la barriga...","dès que le chien fut attaché, les gitans entrèrent dans le moulin et demandèrent au meunier de leur faire un gros gâteau, car ils avaient faim, très faim. le meunier mit le gâteau dans le four, et les braves hors-la-loi attendirent sur leur ventre...",train
36,"repede de tot însă, moara fu împresurată de jăndari, că stăpânul ei îi chemase în taină.","nu tricu mult ș-moara fu anvirigată di ascheri, că murarlu l'i-avea dată hăbare pi-ascumta.","nu tricu mult ș-moara fu anvirigată di ascheri, că murarlu ľi-avea dată hăbare pi-ascumta.","nu tricu mult sh-moara fu anvirigatã di ascheri, cã murarlu lji-avea datã hãbare pi-ascumta.","but soon the mill was besieged by the beasts, because its master had called them in secret.","pero pronto el molino fue asediado por las fieras, porque su amo las había llamado en secreto.","mais bientôt le moulin fut assiégé par les bêtes, car son maître les avait appelées en secret.",train
37,"- pitiți-vă, le șuieră morarul, că vin jăndarii!","- ascundeț-vă, dzăse murarlu, că γine ascherea.","- ascundeț-vă, d̦ăse murarlu, că yine ascherea.","- ascundets-vã, dzãse murarlu, cã yine ascherea.","- get out of the way, the miller hissed, the raiders are coming!","- quitaos de en medio, siseó el molinero, ¡vienen los asaltantes!","- dégagez, siffle le meunier, les pillards arrivent !",train
